BusinessID,bob,richard,kevin,james,donald,montey,terence,daniel,michael,nicholas,marcus,yiselle,philip,samantha,harold,hamilton,matthew,vincent,eduardo,sebastian
DA671RM8S29A,958.5486703473576,523.0163678463084,578.547161808774,526.8140005567029,603.2013799598117,730.0730672399507,506.1823537143306,725.7975935252879,895.6465265347135,746.4769565185849,558.366549234456,507.72360428295343,522.4310221540103,502.7481173272601,556.617415630468,652.5185998346896,687.7975639986462,503.3061628141336,656.3982520983014,977.5152911243113
YQ96WYSF6YTQ,618.297138517415,564.5987612802893,514.5363479795263,825.6638081219039,505.17841718221837,600.7659982221764,532.8263735304388,636.5397811292623,594.1947358159977,508.3271095078224,654.3756191216265,581.1349703910281,525.3688440513473,524.0760592383205,646.1368459804023,527.3144177405757,551.9418845414866,500.3573783945538,518.5781225119184,536.0145582970243
XN3HPPQ378HA,523.6650956571755,569.8495916258079,524.0566442283597,548.2212264321496,603.2093417721421,526.7915354718774,514.9800664855272,505.7737457469019,540.0205349693883,504.055355852334,542.5207745584661,614.538762510614,670.437916735553,516.3122317956619,558.0550552717475,674.9537184019598,656.2007356395013,642.9279921771522,751.2798908497623,604.052348022219
8YOI5PCQHGL6,552.5742575870685,721.6803607400032,535.2042467774514,528.3246379135097,723.1008450725114,546.702159745985,507.6695094762795,551.1756964986818,508.51734928864346,604.8085271981196,832.8933063577992,523.2111812407657,512.0084525847732,766.779606850404,661.0554607880484,539.2342037993807,502.2408527400168,737.5895481199119,500.5135753550975,675.8603442732536
ZY6V7KGTYTRP,556.0701851226868,529.5504720249772,535.8249363010158,513.01779613583,633.4844793499465,837.2087245019095,504.1510779035889,547.4175058375189,541.7292992267104,506.65465155530245,500.7881846912359,550.0078926809005,611.6234295727533,523.1158213126549,506.46068768040266,570.8362332794964,538.1128847342753,580.112168787656,520.3668912078695,919.5476257106109
2H6R0BD05GKJ,503.7086110499538,634.2890219256246,629.3842609185521,669.0660030993157,568.4266137783777,706.0459768685687,524.863607778605,624.4707258451533,537.0556679755476,576.5622847451693,635.9925434441149,529.8555506773555,506.70523516229383,619.6017688908153,543.4457327799347,639.9478149645706,620.0980487931437,671.8878615686692,513.1205793786573,627.1304448896141
HYD2ZB0F5IZI,538.361091317391,524.8629991648792,619.4752374276908,716.7882370089749,591.3869784702893,709.3768349621109,567.8875210030284,590.8347149691087,642.3531046015564,559.4377414303592,551.6371234006563,542.8190072358395,588.3919640357481,601.0597243735917,545.3238236147541,557.0276767341074,695.8406422540843,545.7843021425093,552.2080457115221,523.8562921662669
ZVXLA2LXUVUE,567.4247284658547,569.3562565800754,511.83841433541875,713.7953790493195,576.0990587373708,522.3074642328011,513.6694510289832,615.4237289966577,637.213047433731,584.2832370811439,606.6750579747991,715.4833652369808,523.3508230132776,515.0979442780906,585.5258607080206,523.4408918329316,531.565859990425,647.0915856514638,579.1398528364458,800.655333235376
3VYW2FEFXZDK,506.69297696862566,771.8235836435742,730.6791949357694,581.707401753777,539.7444986748607,527.5994657037779,518.1695502943917,544.895334843965,518.7135320481968,624.9382602240478,660.9882996284786,560.9938516737856,622.8548616882031,741.5151521007664,553.2435874361109,621.5309760991903,628.5299182341856,621.029578322476,731.0536091373147,578.4406033851046
JK5WBB1ANNCC,508.1887603789498,502.3455404518838,598.5465899299752,652.254879451639,504.00447821633065,710.129380908513,737.9188242932662,517.2696581491027,582.0745601662262,517.5062942638071,555.2601989026247,676.1343570033519,829.4832792475233,525.5712160892886,578.5919605606219,531.999456296755,653.2218178781123,628.7153106958131,576.8157552051254,759.4174267403282
5DL2GGLSOJCG,613.8696919561744,652.4876529603523,671.9084820658904,557.5168067018858,523.7754238876405,548.6454140645677,575.321606494324,586.5168565200247,587.0875281548857,513.5059824120992,559.8528973989924,602.3413830010105,850.0483563241262,542.2480774581269,623.2610088785608,529.5005677912143,511.6926332576226,600.8631803797341,513.214041176243,618.4379721853331
X6VPGTXUL9LB,575.3754099958317,511.5742243674886,514.5215003903044,516.2258163989554,545.3178702886776,520.3903891934136,503.32946900937503,693.8548058488769,561.0897431628581,531.6294865299686,548.4127684475714,502.3591966333119,507.7837844834762,520.797360912759,658.8560224282724,576.2356820325584,613.3591754970889,544.4849471023034,571.929095823534,537.6679721916024
OM61CH9TAL7B,509.94146783541976,524.9770242011759,711.7513188143289,550.7321842441726,646.4795715974715,554.097092485521,508.3407546826108,525.6963162605972,509.53571429741186,616.5886307015872,793.009125058281,659.9364696417739,586.6578146814799,556.8382835087232,537.9942390119743,588.4538824557952,591.2659955601112,590.2789984266446,558.2836504437147,603.9417644419468
9BWDTZ0ZC909,529.4115787302217,547.2451973959141,503.3297918931559,662.1169636405949,834.4657072404145,728.0770168533921,512.8842274452519,707.0100558076309,520.0643387077301,656.6773854952444,545.9752047084628,544.5626367518113,755.4270647646748,548.9728055909977,588.6902423162003,518.2402544057201,508.2335712963136,557.0218074720224,609.6286382388339,563.3191378826505
7K8B6E8K9760,586.4086867946284,540.7206305022017,570.5273323363634,527.6730110354213,679.7251280110809,720.6772371412275,588.3040948869354,581.7439941547033,613.3006178428085,594.9341746528667,517.1503490236836,571.0035400285838,600.273327463799,712.0199291816461,720.8519789907716,552.8948481358302,663.3664411737761,741.4478755703755,629.4457719478496,598.9806649563911
BXIAPNXO9JH3,539.5762681742991,549.2429878775371,606.8837930600114,587.7144271135923,657.3494807561676,557.2616914813623,527.684637705446,730.9602937522927,698.2619905793016,502.86363318073325,665.8023783805811,501.93933376655417,512.9057101698802,511.4835825147667,832.9394396636817,1092.2500092141145,631.0969642997492,669.3593772924817,588.0065293474041,596.9570265275817
9EFLNAW6BA9S,568.2812022976724,616.2263858778565,804.0292188585079,574.4453456685625,547.2155317553344,631.4157077265374,662.2788219011597,587.4975698145323,679.847228305925,619.668358037931,508.4169011306691,519.7629017434831,535.4612074610515,714.2037585116115,693.4422714287277,507.509509261618,552.6993796074655,666.4692887015192,537.363978946441,540.136833954145
ELQ7YQDXCYQL,752.8139063731486,645.6630241919737,535.8973561489116,539.1185731628194,588.8659284881668,517.8911572046952,634.8087953095247,907.480046321079,634.2099158858134,519.6003333327827,674.2549600872003,609.43305007252,504.9233719453294,502.0570734229236,981.417984249802,554.6292679900572,961.2481037660195,696.5317200139154,515.4695556728716,662.0509135834859
V7XCCKJNLBZ7,645.9799039093713,588.7910599907143,847.2109296932623,562.9277359522885,660.2019142229926,568.2051018111953,538.8258837036362,698.1767737722411,501.9973530405505,584.1890845890082,523.0215595925574,537.7318073888474,522.4518273789913,589.4928280803496,824.1417230742186,827.3913544988145,643.6385769631637,517.1073400875817,659.2131137341905,576.3635730636595
1FHSYS0C5W2T,572.2432274217007,503.1805125480047,515.9617097579666,515.2111615372883,547.7665148567276,691.091008151844,557.2671134654615,725.4164468707863,660.3715938474147,587.6866092264275,532.5336088417474,574.6629381838313,943.8334692950671,622.015987871977,787.7876862573777,512.0832870284169,506.22657639911597,927.2742678787191,613.236807467655,505.20706123598694
656JANLTGHAZ,546.6174949425333,635.4060894294703,750.883734879064,538.4324626425507,732.3582778496367,558.0033992637483,601.5365641352746,537.4711579719346,507.377572407567,517.12147432706,531.9681254572515,525.6321901938213,534.1875707652598,520.404990789824,587.8112582442618,820.3560719559239,543.4918798557527,613.2524030317497,534.3209918906314,952.9701246784934
2LAZVREZ0HJT,540.9798302900011,664.1418431727109,544.4876075564737,768.4659852750253,516.4089728206553,527.9553044882467,623.5583724200719,505.4404345448814,515.7111058927476,696.2882391695637,534.0192114355965,515.1699722215129,803.0545267823304,557.5472674622414,684.6027380451478,535.9964498623086,519.9331402722968,651.5365826198419,793.5334735145753,605.9159728277253
72ZX8IJI6WP0,544.3838557805549,796.3534165461763,505.8996810991888,523.839265973276,774.9873104806892,521.8099031189149,641.1573890842008,527.2859205641989,623.0349075046727,526.1875237852801,618.0283811515994,567.7535469037578,556.9461374397732,719.3451272439414,520.4342242693712,572.0760009436095,1106.7127885233126,533.8474341562743,600.8919363656862,542.9001604384447
BIEJ2TVUPFWB,649.9362715301953,702.4273900304273,519.268610200368,706.7270433365279,572.7716680381322,554.6612894240849,636.0132713239528,642.7959334615089,640.290592201469,586.906059631789,513.8849870990423,503.6569491982385,537.9894610345239,559.8996380580825,527.6070565053793,882.2992100021397,761.2830159168532,524.7880798469056,567.08342644194,570.0272187961127
GPSK5D1WUZOQ,518.0925735370349,581.2466049848242,547.9466779649613,631.0679363246076,511.5589790130312,553.0660117004336,545.6530638222775,509.31226167977957,500.0688174425923,613.0264583605615,603.5308299082244,516.3856855944603,806.0454309611904,526.52829474119,637.259949299754,525.4864182114857,594.0322341703118,783.2537050210201,638.3884183983839,607.5049111542636
NS805RKHJ6WE,590.355479567647,565.7996643601471,527.6814470451066,513.3459961384453,558.4990238251501,525.2424753915981,723.250222213685,619.2842399258836,594.3065984035507,625.4575918250656,528.6403977797071,715.7593458365133,581.099833829373,579.1392508431395,515.15311772222,748.4863019512226,735.6811853145159,611.461857871211,777.208293603672,501.0084791854244
YA0DHC9WSOSO,595.9377338922706,536.5404815576408,597.660078718141,530.4432292843146,711.917031747842,550.2565153992299,603.6378700767698,563.868647322949,556.9565470937408,542.5754583239996,694.7961480290085,707.9722253225586,635.4645436474378,523.4653587971274,526.3991216184301,539.6209546741305,711.4198042271134,579.8952825999005,936.979160688317,530.776832225568
I850JR5V3C0N,659.3418737095229,910.8406075123996,541.7614198790047,517.6512362023827,502.2035641309245,649.8519942733267,640.2844041340547,517.9001172384105,517.6835417912736,742.1867163759727,548.91979038093,578.7234665598141,667.9386333678422,668.1460722857236,657.1711054083735,626.6649325612782,569.2926095164969,508.48373576052313,560.0387565906864,540.0164001146981
2DT60VDPK0YA,549.0384103865116,718.6591534566459,577.3518448099401,524.5809759852052,542.2037912115337,540.9746949498129,515.3196286516545,524.7498844050507,507.09087566452206,574.6325920288625,625.7993463219993,517.3708992212366,502.98626421571635,584.275826246683,849.1374931835735,662.9816319282294,551.014437282468,551.4479050456687,578.6943286678644,605.1523274637601
277B6OVRA8I5,1172.2937549338812,503.0532140672452,524.433923782896,534.7735680902927,715.655902940926,651.5470289273088,528.0478550233235,770.9683935008234,592.9837371034836,549.9910604460064,510.7634414603527,651.1844971516634,522.9341690665103,732.243415113963,581.8139913298918,554.4606216110035,536.2747533404228,504.3287780574416,509.6646766862731,587.2490178064535
UYY3YDU1Y1D5,657.6778447326171,505.39673727385855,746.2324245195338,516.6917975906101,511.4074545318097,534.5464664262759,633.9214939629028,652.229691220412,576.9861734262452,516.4412120336028,606.588494958839,529.7128058753685,506.6238972242643,526.2857031911783,617.0201441413622,507.66294100850985,1054.26744942054,761.2778144193118,500.31475876400657,711.7262486719534
I968MBQMXLSB,545.4316152045999,518.2352128792721,569.1862751047605,610.7335140805825,943.1134200733925,779.7550132623672,584.9141343301886,503.4666518351284,552.7553295876643,867.9328887467811,548.1718803246494,670.5709041659635,626.1197523358702,644.6593068377392,566.4155343407126,754.2302376722149,554.4089925593802,503.2757849863357,770.7696572053649,566.9197222152054
U61PNQ6BZVDE,508.9194535236529,516.693361968874,1113.2929392510007,683.503452795916,601.8019797280746,506.75629112708475,568.0571776190754,518.1736852163071,613.664617097868,532.5931723511836,730.7158808324862,688.2120011391528,560.4911480991234,534.2596576902362,613.1248077893723,872.6744708371133,827.279733591999,541.9200930001093,506.9689706109415,533.9992538711903
6B0TGN3OSFRT,535.7507711621516,610.2288153546576,775.8037352972324,631.20361882873,615.9146457014331,697.9260145361694,503.87583452230626,756.7694769773282,655.7046594316714,596.2469684425773,623.6576549605397,550.6380340829221,568.3025898782645,598.969614823785,523.444784050128,691.1042002995432,674.0831999978003,504.7767184709412,526.2596545544086,526.8633981844566
SGQHIK0ATRES,552.2230031184617,573.0618467774789,506.98031530100616,505.454256591794,513.4791285614675,695.0335558158724,539.9272292392507,584.5988606350286,810.0838029511203,506.5293556148188,547.8500677849021,923.8389812166739,636.669351557237,583.6950606785033,623.4567764212785,568.8972121304255,514.9202263873119,691.8684391214292,566.02109250341,539.7041583053516
PES1THLH9HET,519.5488875479559,843.046642216247,569.9611363441503,775.747245309874,540.6557791895384,535.2661393643467,556.9017574494749,501.26469662685065,670.1215922341986,521.9417169784423,546.9522500905928,670.6644928801386,831.8882385713928,545.1170675133994,760.3108290757326,663.1686015468142,638.2606663835976,506.8708591345989,653.1257653609943,530.2256668246154
NXOA12AM5QXC,529.2641814473473,867.4313212809509,655.2671989228544,561.0403163807067,500.42621450323867,528.5158318838243,579.8345116068703,591.5084094828342,595.1904259588553,557.155352607696,592.7928886317321,608.0025478407829,599.4586278692659,689.8295779533619,571.27350271997,1043.1719191802404,693.9584091862857,795.0032635917125,547.1136306264356,589.8210776870764
XYTIPWL8DEYV,642.0257809522687,559.6150978686317,539.0724716767903,521.0056814917682,606.5313504158119,652.2703364578741,517.5080621973683,545.9975466867495,500.83313315596365,676.8939889132889,602.9954783241915,513.3959795295127,508.3991381365393,554.6559509982249,565.8128585950683,594.1673912794533,560.5559413160946,570.8796591537335,560.6045762003505,545.526712098369
3XU5LV7YNRRN,749.429224892713,516.1841059351265,628.2258758113787,784.7247817988093,573.3057004175497,597.4635713585918,618.2587740621984,698.4613516692791,558.4977074374651,590.8046710303681,560.8395119359244,509.3277875094956,625.6759309437562,555.2497143901732,531.5804082289303,595.1774972210028,505.6679810411887,535.2650068038947,578.6423587541711,546.8960114832928
RSTAIV50I2VA,507.23605704106376,586.9335455311885,508.9428559844957,606.2431107603322,589.6382009957168,534.4147732085642,645.9477169452239,511.31052295077143,611.5091695077783,508.7378431692502,503.6283827600366,502.5801437165907,951.8391684754947,557.8422937507805,536.5866840550843,503.6413495148674,687.0243068684301,790.0911519230858,500.5830474343898,651.4740342907959
1GM2KSH51SMG,556.8622972931405,513.0196553906786,647.0197175003062,628.0137410970244,513.0369058658306,511.31127617229527,513.2310440115763,509.9419943316554,553.4422370963488,583.1338300693816,588.4708098631273,541.1834751745253,580.4023311518553,545.6916893658837,607.7273942753966,500.7714672512499,556.4620322823675,668.4505179238174,521.0689623455443,542.1458569964415
NZFOVQUMCZT9,689.8660077722163,593.2718434073796,513.9402751314109,626.0459916294807,519.6131542921155,597.4480445719257,613.0003433797596,503.02212424474806,599.2262575244886,540.1968367848424,564.6661308112992,541.0315717938147,543.2245334697635,898.4353123182697,555.2819951651854,650.5523768538089,660.8285089875428,530.9723138798192,582.6576175973875,577.1120355993702
X16X0VL3M587,767.2992457016273,601.7224860989814,612.0601102944138,526.5589447128025,536.3907257878502,522.2167357048485,636.6783165140682,600.6255154266103,542.388313342003,511.57533617895194,507.6062225285274,721.537653302744,514.9439248936721,511.02058129301315,608.911830817356,500.3623299429392,608.1799863900636,602.6864954498305,638.4758095305189,587.0580131508011
CWW89DP3Z8XZ,556.7938199490668,617.7947018494489,842.4180842166659,534.69614704916,607.0399225111728,526.1821658130604,622.1426302793684,590.0650145278984,643.3135216836793,594.6093986821738,549.9026582301801,603.8904905776845,809.4895067278921,765.8295321597287,606.4533174338117,651.5525057823888,826.9549615708243,564.9835604796168,585.5577600192709,804.5403741661461
65IME5JBTXP3,516.0032287176605,643.6372818031641,547.2965546090261,534.7949313611493,791.1012204883943,516.4671840607863,536.7923173927162,502.1705649305446,646.7451979514009,519.3367225697787,534.8019344667699,503.6800897968344,671.6228028098984,589.0600785206087,526.7436502195836,534.7950827492671,533.3924898628666,545.7391423985906,597.5626628398463,674.9810793930744
3TKULG89BFBR,723.6846775541069,674.8973978530828,612.4586347502715,672.9378964493847,667.4733231544843,611.4090150066319,593.3547977996453,587.8105540289896,503.1281506480656,595.2236031276672,709.9489005375221,712.6080882899854,730.3813709263018,705.32574354879,546.4970891587216,519.9141929076336,741.1323427123408,612.4430872420857,815.2509100966473,517.7377212112059
K3ZTHE8HJHU3,604.6154237294604,575.2338529799831,643.5819174704268,528.0645798176826,581.9488144407654,646.6773576160657,542.006233003627,520.8857484577998,757.392095457647,671.6628425627049,555.3513858051804,518.7799385186576,580.2019275248017,561.6215312664469,529.9181294881977,590.9020077251009,518.1486884049739,624.1118412665307,501.32611706734536,507.88156571572364
ODREEZXF6LP3,536.6831787418407,518.8068150753193,631.2916083103285,506.1388006631981,503.5103033913141,604.46184006834,515.168030718119,766.760492302777,638.8269455962054,568.6757499901853,639.2086479985962,529.2647235604048,549.7824592613979,844.489569048146,533.1848024051437,651.6643617962251,532.1408795291135,533.4506126196226,636.2519407575148,974.0864542716464
0RXENOMVOUXG,588.1284516975628,563.9088288394628,525.3948256715806,521.0579873582025,585.1477517718973,523.7128626041945,522.6976546062818,535.9132362461938,736.3040009534571,563.0346511259962,696.2497260888541,575.2396440226248,501.7286680129714,650.2810909726487,525.616625469668,773.4923612797998,501.02190460512804,520.3415182909736,879.3337135198485,607.1476403968055
17DP8829XXJE,514.9032813105046,612.2514516414567,529.8499299069791,517.3352761113628,539.3837635211155,532.3740433696737,578.319521330935,552.7582821554913,762.9858626271549,570.5295324073115,532.482916316369,530.1056583526547,693.8562495956764,520.8662331739412,602.8099139767196,532.1137784983403,501.21281337969214,687.9848811473493,510.23409422571393,513.0647428099195
PRKS8B2OKX6D,528.1000606818935,524.7081969991267,561.6590045912051,577.1304070864935,508.95384280551133,526.2971701699587,572.1725978422946,545.4885031246854,637.843760984355,531.5755375896208,526.1596127721298,811.3770340872165,503.0716869456255,586.1038922869161,511.82442071105936,544.6662811554545,589.1858715755048,539.3214227901318,577.9544091142527,587.0031662145578
7CPWMFMHHZ95,566.864952864337,521.1622099620477,578.6658382183972,560.4925732230491,1001.231566557356,660.3436797018813,520.4676063628225,507.84207608221556,555.9568243114961,510.9443638195416,589.9956131807662,601.3388012482145,526.2335504559126,819.8080900110324,704.2920646955151,539.4219976233596,526.0727292532708,563.438463148011,675.8137805174109,669.1940035914608
0IERTMCC7FI2,642.0273875881967,549.3720266823963,562.6464447639913,711.6684741183443,807.2785379466472,525.6112530874201,539.4149647621381,513.1852568670314,659.335548480775,514.843621589337,575.70644754881,812.0951020316342,550.5561129828419,671.331472611842,857.3108794676366,527.0733745276953,562.1079644562003,674.0664706965072,715.3401843901484,522.5630346544558
NN0971PKNNWP,890.9737671743528,595.1364432216242,563.9675652400288,519.8648735182762,501.61148071308,505.77234377178115,607.9967512113658,661.666583599491,706.4297990599082,622.7610814678468,675.444434022201,601.8749315753737,502.53380822010615,635.0018831885852,505.74839797028716,741.0600750842603,553.2924443552528,568.6099027903505,542.2266415222498,543.1092878108598
FGUCZ2WT02DF,668.2768515035833,550.3973352501907,696.4432961702557,571.5018832635528,507.12274891724866,640.8275866084392,606.9202495461309,714.8059599892388,525.2124521054624,514.4496789102592,573.1973366042765,624.1836286927953,599.0596537878073,887.2075112124721,634.8830608484694,596.3868074263266,542.8953839781668,618.7078029576086,591.8181564302403,549.6718207722697
BDMAU3JOGBJM,603.2532438131217,516.2405380386924,540.2160966061238,604.3397272432293,519.8516038582559,666.3039643009488,516.8846605324367,656.4104595130943,529.8711192340678,761.557281690313,586.6766984911885,665.8549109376215,575.6864500904745,512.727734488036,542.4802593353107,571.1309512761193,608.8891524346479,528.9395597850489,516.4074465157488,518.2285715672924
7NGF0YJRFHUK,510.50512901285487,601.7715870005269,538.6059281796294,809.0467501811956,800.8146710809074,539.0105096003981,660.8315998872557,512.5390051731185,840.6738599108705,536.0925007333057,503.61758953408395,1031.068100032255,592.4270263885069,541.0084971968768,568.30344867552,528.7834014723244,515.0118876794252,746.0582540374427,604.3276218814916,622.4255154081065
5NNJW1CICJ80,624.8213789774771,578.9436197590827,531.5605344833629,514.7905091583181,610.4831761239562,620.5098094742738,600.3681682425079,549.6985499417017,629.9424905735892,568.2164963671258,529.5650588172865,635.9729847351495,588.619209143485,626.234342310118,1074.779405606534,540.9296182791659,626.6402798339032,645.2341770072228,677.0509690310851,598.9886077566499
WDGS0DT5YY7F,596.2746107747823,587.4703689305173,895.2511921842138,502.93710205100814,505.23668146612624,727.0662260622842,553.2114928260531,512.1305895720968,602.7321845391053,508.37958818718533,506.752420660471,562.0272019189124,508.33481309126927,656.8886710003486,542.8329503258632,500.9034851700013,509.6129152095169,669.6483640735453,572.2194602991584,633.4949897651028
LVWFLOZQ7U9N,521.8468590720028,619.7179634282567,678.9193995330312,522.2259700307111,503.7810868401345,573.9283341336925,617.783552949965,519.6942042683567,568.7474143521795,516.67183273766,523.8354955481531,504.35922697006924,701.0199773397935,673.6923563181044,527.1811175306938,897.9295345904291,654.7067291257927,565.8503387566683,781.9002342751871,590.2541246770252
3RUXEE100KWT,518.6274894658316,658.5747573314591,528.7798903941722,604.833996860574,707.8267184118156,1324.1775471411352,580.3008381912796,543.522184745938,774.2041257085866,736.4209565974697,868.2893928231238,553.7438115473842,522.6200762303728,926.7661147150532,1342.5113296997267,921.7201873769609,552.9634292682455,502.1789267432549,517.5319205994197,539.3998671682933
MIQDIEN3OLIH,644.5687444845184,568.8104840501737,518.5785612404244,551.052009004828,598.9599271398185,533.6124769518484,524.1840795084111,541.1085165234838,509.2470333502166,572.7173271832239,502.93953947349223,558.7709549204972,748.9700287494852,563.3410201508996,508.77635550848424,601.8364010863388,543.0651771159769,783.1471828702915,566.2175499372215,602.122047132733
SUBJG82UPRMP,514.561966801389,550.9806279925189,503.39244319485243,525.0731195149956,526.6953981903401,586.508655845036,565.4978803885175,726.7320252406257,555.8848356615644,533.651508552292,655.6196516102777,505.9790964900697,885.1513213900832,583.8336828907281,666.545175132728,534.8930639066286,588.7095599588287,750.0729141865128,667.9592485105087,608.5156721106814
RT6HA8SJ8NAJ,536.678587016486,581.4342920529454,656.3655004129657,612.6628169307836,507.0525231443558,838.0805578473036,555.227072596533,648.6476865096869,642.6840574282201,641.1202128119347,596.4465944059586,663.915023603213,639.2393352710191,575.1020368601262,517.0774773641645,500.3793888824189,506.70614303128497,727.1710213729862,717.4790925630564,545.6672789052693
ERYDOR7VRRGE,506.96537065320666,604.68767999094,535.9114157381842,619.5290315911466,642.2859809236545,508.0605623741184,511.5668073489466,520.8203614257355,599.651543417726,599.1715250930929,553.7403707237389,666.4819267443916,519.851956425105,733.3356323602479,720.8857798836727,621.9538397585571,689.4191461816291,534.5187888524905,882.2187875848618,527.7163271342229
DYJKPSC0CKO6,552.4929432179406,564.535288199645,623.8281883723325,592.1325362515942,691.595561707612,687.2231535885117,636.7148032488116,803.8885713694963,559.894425518147,560.3048769179788,552.0515460647179,501.8356831107391,581.8486385429491,606.2971452690495,618.7497121673243,714.454222687075,585.0363907572207,540.2266522433163,505.58751446323544,693.9094813545106
GPFXSVET21A9,736.526755796482,661.2884131306054,533.402907040206,626.3434382087536,520.6100875557753,540.9284309840128,514.0527670114294,754.5570735815636,523.3412462180323,522.0083055894291,559.4414479182312,571.5952225856807,741.100355096732,536.0956992224089,548.5515383817486,508.9881986138042,633.867114755142,530.9221468916267,858.4986314550357,516.9948568614711
Z93W6Z7BIA59,501.5351025905629,506.9980903833922,664.5661933911499,585.4111544910484,677.8825116174303,504.2592335694587,511.51446644144414,548.8021758283539,654.1627280733479,505.69010294782095,503.0033213298463,506.30291625553707,605.9551358159517,592.9784103434907,630.9002100417559,533.1857328786915,690.1946464900666,544.8323283991024,648.4569977204828,554.7122879345029
D796D37OHXZ8,502.22298912139667,696.190587153751,507.9456321810075,667.0721544649932,528.5660906939844,521.8654960379874,640.6599602721283,597.9698748443534,547.1559454872295,500.2785217513727,528.6566211706286,541.1150204026479,636.2268626202894,580.8141008712032,511.6043106741715,836.3212200367989,511.4393929778762,520.8105376920763,541.228952476782,549.4619319046049
OUS2PP2969OR,522.7291411045101,719.6243507942471,523.439122862902,903.2828291994333,533.398807467437,530.0097415468316,709.6511632783254,547.403200725074,519.9117129130096,529.3256046076806,541.3934362813417,652.878548308978,658.0737889987131,554.103590104885,648.7786407298735,795.2343847450139,507.6690065477113,608.6486801498263,541.8237312417107,504.9800464486223
2PSJ8XV0OMDD,518.3546662192598,504.3245542551754,519.805869018956,633.5297522120652,502.8705858685028,548.4446588739761,556.3795540748642,688.8979068516661,552.1865238416378,529.2692144424416,539.9999724118618,622.9250212497317,503.7068135307102,561.2607034263681,715.5456080629693,517.9046977379537,638.056558991501,532.286182582048,611.436269573658,521.005367161463
