BusinessID,ClaimAmount
002A2491,51906.9606874463
001A2496,167612.525973166
005A2529,256574.946191522
009A2643,138766.67622026
007A2646,6352.22073006802
004A2659,216490.883640129
009A2686,982681.844638681
004A2724,1017221.35900711
001A2728,550366.256890262
007A2746,205054.534554935
002A2752,323807.589016338
002A2752,788014.092899799
006A2757,171454.256558616
006A2757,285854.589505294
006A2776,226745.849521281
006A2799,95256.3935560672
002A2811,350787.385197657
002A2841,15500.0224291592
004A2855,774732.367932056
001A2858,347307.489129106
006A2894,1236263.05506081
008A2905,1185686.67383755
000A2916,961542.768243888
001A2930,163221.274864516
005A3021,449378.818390603
009A3049,103079.173903133
003A3144,1277728.11274453
006A3182,120831.405012579
003A3193,1348346.30320231
001A3202,92968.2193498637
009A3215,90361.6275193014
000A3257,291615.564559371
002A3315,599317.627147985
000A3372,500721.403006594
002A3418,183214.195672147
007A3429,121430.096598844
001A3450,68648.2383574432
009A3460,207789.797555208
008A3503,95656.284111665
004A3512,96044.9620692745
002A3521,346554.934132262
003A3602,604009.240507932
002A3604,820065.803912214
008A3637,432473.211363286
008A3725,540240.410989578
005A3738,56744.6798759492
001A3747,108370.239731341
007A3762,116474.500900972
005A3821,256703.435942251
003A3826,43526.6917136241
009A3853,96392.2724494375
001A3869,25333.6515242816
004A3891,198045.37888969
000A3950,334006.857931577
003A3972,162178.557935444
006A3979,616801.460580861
000A3980,502975.901954614
002A4014,105496.714462327
005A4025,249358.015790693
002A4039,264785.853883938
004A4042,391054.612517513
002A4078,368242.362912916
006A4081,473344.610482446
007A4098,93792.5986893338
004A4149,227720.308531018
004A4149,343435.404479468
002A4176,41928.1858633924
002A4183,143301.962230187
004A4186,488926.508459783
008A4200,241316.401134
004A4202,380843.496980234
007A4217,149770.838131827
009A4235,60928.9020546003
009A4235,251607.82784769
005A4240,682361.573105651
007A4246,32858.3693008775
005A4292,54839.3735526954
004A4352,192979.792701842
008A4381,88025.7088700561
002A4434,45429.0005242523
004A4484,25968.8554500809
000A4520,113227.282979934
006A4534,497222.569285027
007A4555,74305.8129282384
001A4568,72511.8418464681
008A4571,97177.4364814824
006A4592,540647.482417438
006A4597,172925.079179327
004A4617,47339.0823628707
004A4633,185808.010101401
004A4716,27751.8776937908
004A4717,671531.425946015
004A4725,589019.87863385
005A4782,202408.527077681
005A4783,1072805.53428038
001A4798,20925.2934358747
001A4816,328643.813548183
007A4835,200231.66319988
007A4840,312918.047062316
003A4845,26173.3395417096
007A4870,190202.848036179
008A4876,124945.52560026
007A4914,205079.109326727
007A4921,201254.098555563
003A4934,15164.405231862
007A4943,25278.9251678766
001A4961,97152.1897397069
003A4973,925706.599632878
004A4988,192815.613535654
002A4990,11837.40589504
001A5030,95200.9985533872
002A5054,76242.1415750611
004A5071,327445.525779951
006A5089,481172.712671777
001A5106,219647.668960313
003A5112,588531.601696887
007A5119,75839.5638601264
004A5166,94769.2191368938
006A5180,320874.526194849
008A5219,612401.828423864
007A5238,458591.581697194
007A5277,548117.411493785
008A5323,758326.259910318
003A5326,467015.769629511
006A5334,106723.222074298
006A5334,648385.0949487
002A5346,241371.870903902
000A5353,109673.444112737
008A5366,231501.630593098
009A5382,98679.9174639823
001A5390,253553.621712742
003A5408,97621.7101256435
005A5414,398890.01299707
004A5433,288597.739404272
003A5552,378765.607632299
003A5601,763646.287913973
003A5601,81243.5808280711
008A5625,213892.649341118
002A5637,113830.5370871
000A5703,149328.787351864
004A5710,325030.589919972
000A5720,286797.216340448
003A5744,929650.104474992
001A5761,107416.578966382
003A5807,62883.4429309933
003A5833,128708.289243742
001A5859,66843.4623133729
005A5890,67360.0276775055
006A5892,541462.804718117
007A5920,71463.9081518984
002A5964,74976.8462250912
004A6094,586797.059454401
003A6151,93020.3389742045
002A6163,282530.944790697
006A6215,51309.1264076999
000A6229,412567.047355064
002A6262,657263.615908384
004A6280,596039.249878446
004A6311,471779.507308746
004A6314,389873.51476701
001A6413,201347.77195622
006A6445,12702.4498586186
007A6568,303531.045907791
006A6581,39512.9085003472
006A6583,506328.421433878
002A6591,221671.980411164
005A6607,352196.00689658
008A6615,42535.0420503346
002A6641,46105.7986350654
003A6658,97588.7501097338
008A6666,104028.419593702
009A6669,96554.4558159672
000A6681,176191.66039341
007A6707,477922.463077213
000A6740,233838.531914759
001A6746,180971.535070658
001A6746,38019.1730422255
007A6862,439478.802172343
003A6929,118566.668892623
004A7018,69782.56483485
007A7089,473603.093033788
002A7124,78666.9774915295
007A7155,195895.722838989
004A7174,437582.829726668
001A7231,222627.74293205
006A7260,514861.608258101
003A7312,284384.525270409
006A7314,99943.7838638979
006A7325,104690.914463678
006A7370,25978.4329806103
002A7396,106494.288953838
000A7546,68002.4006741733
000A7552,35465.9136718385
007A7620,496681.303007694
009A7713,378257.522680932
003A7721,1019111.31158668
003A7732,541802.065775401
009A7736,197056.770426185
006A7748,51659.4400866366
004A7854,52235.3734436943
004A7857,1067790.74739885
009A7928,425104.036974286
003A7974,1138964.10035238
002A7983,54119.2700481432
003A8000,89179.8784673475
007A8025,54787.3580600789
008A8040,127087.338418398
009A8115,293062.203813243
004A8120,216076.000791878
004A8129,52894.1731710551
005A8145,155645.428945318
008A8212,92512.8904598017
001A8221,271743.449564574
002A8279,152118.93220972
008A8310,90720.3798077762
003A8360,196381.008800305
003A8374,505331.070139609
003A8374,68734.4569924533
004A8387,96696.6121428256
006A8400,316353.81544147
003A8464,132271.20289773
006A8473,918570.408657785
004A8489,73801.246099359
004A8516,190605.911621627
002A8554,269976.443605347
007A8578,146968.949720287
002A8580,66535.8688064035
009A8672,616722.849535719
005A8737,106220.402041263
002A8758,208676.130825367
007A8778,189842.556041436
006A8784,175115.67953151
001A8797,432181.387992361
004A8802,25985.4784951903
001A8819,32773.5398664923
006A8878,942425.321996523
005A8898,63324.9876790961
006A8909,69554.3888644864
003A8935,68745.8787557437
005A8982,103103.348678877
001A8989,87369.2507071033
008A8999,91640.9136562524
003A9022,55219.7302478014
007A9035,588193.06465657
002A9119,418144.71364761
003A9131,91253.0986542317
002A9145,697843.464200806
008A9183,88829.8159244383
005A9185,45777.0630005226
004A9212,61351.6001498371
002A9241,31951.8598509198
002A9293,905889.388192883
007A9302,87526.8953841687
007A9306,81246.6376241652
001A9433,223746.797588148
004A9447,551032.912620783
003A9509,84549.4375546966
003A9509,235451.880097564
007A9547,73308.7827674082
009A9605,777199.027419648
005A9621,292518.250559284
009A9622,931219.627159197
003A9653,115258.174575106
003A9692,429594.124193889
007A9703,380799.492490886
006A9781,204023.910573903
002A9792,300862.521428693
009A9836,696807.559932682
006A9863,36375.4006371299
001A9882,913937.594355724
005A9883,51568.0515863941
006A9926,376923.877090337
000A9939,133033.511351602
002A9959,79167.780483818
008A9973,295689.671626981
005A9980,147784.096331207
000A9999,25911.8283733885
05A10024,108695.441109553
00A10039,638109.420571108
09A10063,674588.275473273
01A10147,41690.8513934397
04A10159,146802.363288198
07A10171,24354.2618912584
08A10231,588942.581851287
07A10241,424667.071177454
01A10274,384876.864854024
02A10286,118488.684703794
04A10315,111970.249222208
03A10351,92985.409502457
08A10447,46736.5100083567
01A10457,178099.435797255
01A10457,83204.362327495
00A10466,132710.872785619
07A10489,99560.569059696
06A10496,71359.1020420663
03A10524,364126.459658581
06A10529,40075.8315172361
03A10570,26705.4739934938
03A10602,145841.185147529
08A10625,39865.6766784088
07A10640,93719.8280991251
05A10741,429248.66350926
02A10792,696815.499605203
06A10842,303954.113852574
02A10856,76190.1733065647
00A10869,150838.894890944
07A10918,453586.142614673
00A10927,44225.5704983382
02A10944,49093.6455499167
03A11024,1032532.9532624
05A11049,82573.1076913553
05A11075,9998.9193349407
05A11083,243431.684958533
01A11084,152690.977003214
00A11101,74658.7712074425
03A11108,37871.3742673786
07A11113,536994.426158413
07A11163,242712.595361475
01A11219,495857.274284664
05A11228,574005.392137624
06A11248,113504.774013513
07A11265,69716.693428514
07A11301,90124.6191894001
06A11304,72151.3631313235
03A11312,86716.0040391607
06A11354,237288.947547974
01A11401,226133.302512353
02A11444,868944.436750607
07A11484,520569.385839872
03A11541,147865.649502636
09A11576,905792.869973334
05A11597,115348.529807065
06A11634,214790.402042121
03A11652,182551.445527252
04A11703,184305.817106925
02A11746,47130.5323554921
05A11770,14888.6109067797
08A11773,197778.175002288
05A11798,780310.654138302
09A11810,37716.589055025
00A11911,47576.4401459533
01A11920,682108.763080676
01A11930,381694.610579437
04A11949,315168.122327256
05A11992,67717.1773091554
04A11999,88342.5601017185
03A12037,501999.297593848
09A12078,488229.667275366
04A12097,181826.092843633
05A12103,398923.078000099
02A12146,94022.9006410652
03A12162,28871.4408683978
06A12179,244766.110985854
01A12210,32634.0294093835
09A12326,445061.574564853
02A12331,93866.7436482181
07A12332,350964.574620037
02A12452,245325.072251988
02A12522,507831.578165776
00A12541,309510.898879797
09A12578,227149.492002492
03A12591,180800.186240712
04A12605,987192.429901443
03A12621,1621960.07786963
07A12641,149549.72231246
07A12692,525956.117329178
08A12720,103692.27344438
04A12803,113697.879178355
04A12807,29782.6764790103
07A12915,335506.739203528
05A12957,30924.4266818166
03A12965,203508.167823182
05A12971,685325.409633309
08A13024,179437.084405466
05A13052,441492.23678629
01A13072,275318.198460165
06A13112,707868.58492878
08A13113,72315.7087683108
05A13136,487884.531015795
06A13145,76699.2720211941
00A13236,52547.3503310433
02A13240,1163236.77904807
01A13297,236739.516597317
04A13334,66201.7736151729
09A13363,1104571.11347885
05A13412,521588.816041899
04A13429,29412.2910064923
09A13483,88812.8627711394
04A13504,204550.952475586
07A13745,149388.322583201
08A13781,97879.9987609696
06A13797,201918.019264067
03A13801,456824.935198815
02A13818,81537.4817060722
05A13845,898394.94549555
05A13972,990405.467333812
08A13975,33449.492568933
08A13988,214310.164432276
06A14030,44600.7208020357
04A14102,218893.499325596
05A14111,23176.9833539322
03A14123,193875.337300614
04A14135,1343433.24693141
00A14166,259651.075612454
00A14166,368085.954525581
00A14175,745487.886419424
02A14178,89727.4117421406
00A14204,182598.566417074
06A14208,65552.4516760167
01A14209,175966.413033528
06A14215,23930.8231444404
03A14251,96593.6907780453
01A14269,669817.002800641
02A14300,49620.8105737811
02A14316,9672.64486258924
03A14329,376287.467336386
04A14359,128418.880188126
02A14385,154824.03892405
06A14450,688797.155670813
01A14543,683958.568979252
04A14574,410681.308118854
04A14574,69596.3844726314
04A14686,452646.75655395
06A14688,228251.767194734
05A14706,155985.295155801
05A14743,808731.413397424
07A14910,260643.045245691
05A14917,251669.500977153
04A14935,278958.108719682
06A14962,53247.6743730515
05A15033,486029.623225793
09A15087,796743.82956568
07A15169,38396.7509471267
07A15179,238509.81070114
02A15193,579602.127682286
05A15208,78713.2737785987
02A15221,20027.6227418135
02A15270,258460.715902515
07A15330,34785.3556536753
07A15338,164969.626662022
08A15342,515182.034678789
04A15350,244418.11783059
09A15383,75525.918426704
06A15397,430247.331850253
02A15406,218640.137966965
04A15428,152067.257620795
08A15517,520647.687426537
03A15579,197374.998610845
06A15618,271575.704810109
08A15646,307293.03251841
05A15656,173026.025622905
03A15719,63719.5128659209
02A15760,103268.839940577
02A15840,685014.893223617
06A16043,219678.314941085
04A16060,338702.48737542
02A16062,1274462.41834847
02A16066,379432.672184823
01A16115,357001.923815533
06A16117,325415.861109163
08A16168,149732.473126228
06A16200,48537.3920204142
02A16229,841760.798066248
03A16235,29846.9638692121
08A16270,384575.513688972
08A16270,697539.092453222
01A16294,476887.632067157
07A16329,128038.339108943
08A16343,866189.005307762
08A16346,157167.202481463
07A16358,267231.614888777
04A16370,436642.191276354
00A16401,84923.8109875844
05A16461,170399.675509029
04A16512,55138.6735075857
02A16580,205635.166378441
06A16621,119841.104510744
02A16632,868105.623397001
07A16683,158286.417037082
02A16688,240262.730228144
02A16697,59965.8491166082
01A16724,134737.324537072
07A16734,15916.1090225729
01A16761,183296.168162221
08A16840,262540.490085005
01A16864,200598.244115732
05A16892,187624.731199277
08A16948,74625.9022737447
07A17000,89191.4124531239
05A17056,788708.908048695
09A17142,102388.022127935
07A17184,12459.7757185073
05A17204,421222.396504776
02A17207,117190.837512354
05A17233,144587.052920249
04A17245,245384.221947321
05A17306,626098.039648455
02A17323,29276.4453128465
07A17435,33962.3479398003
04A17438,563058.959674914
05A17459,733338.082214893
02A17533,120849.496374988
01A17540,80474.3089913663
01A17606,270184.35618339
06A17699,261616.228599504
01A17732,189766.212647952
05A17817,446524.2967021
07A17827,357136.524860694
05A17835,225383.477860868
05A17835,110811.799706088
04A17837,187871.589019511
05A17878,642403.841529606
03A17914,110457.932474581
08A17930,397625.168301304
07A17955,129527.220873556
09A18026,52989.2255577117
06A18029,15503.9285476676
04A18031,63127.2594784335
05A18094,46039.4571082019
03A18103,50615.0195672772
04A18123,326840.267186565
01A18147,314816.204658589
02A18149,192690.898608188
06A18154,138622.40431168
04A18246,99431.5129594683
08A18253,108694.686418891
05A18268,494439.594173673
02A18294,143547.113998937
03A18305,176388.246079576
06A18316,178719.643933094
01A18352,157166.182219659
04A18428,940158.799086658
00A18477,661007.652749834
09A18499,345400.744006332
04A18570,377269.210743673
04A18574,27561.8372852243
03A18651,190044.476584792
08A18674,173317.578040225
05A18696,332495.239480373
05A18733,129892.328523159
01A18741,36304.5134778181
05A18747,536712.47913731
01A18761,30867.2851535189
00A18807,397338.941345113
00A18807,34172.6952000589
07A18818,640331.745459533
07A18830,287194.650826202
05A18896,369436.215423214
08A18910,393103.906211373
04A18919,302807.131209347
06A18962,422717.058903215
03A18973,539473.746716257
02A19017,953129.046526278
06A19044,589004.217287961
05A19098,13422.4612855868
07A19105,39482.8053983785
04A19112,189159.973555509
07A19175,313485.390675852
04A19201,277067.793198302
02A19203,45566.4092269871
01A19246,388958.816032671
07A19251,296243.711315544
03A19255,207509.915820497
08A19297,52130.3839431264
02A19329,264296.221550873
01A19360,138055.904401616
01A19383,1096997.99912615
00A19399,163953.439954963
09A19434,76978.0160943705
01A19475,24676.9761423568
09A19486,102142.925428816
07A19521,94982.2130900334
07A19533,632203.061870536
07A19542,66813.6276890763
00A19566,733473.076556467
08A19629,339046.993104432
01A19659,193777.237440041
04A19740,89591.0599491258
02A19770,574974.95888707
05A19831,18486.7310067345
06A19862,66021.921728366
04A19864,156354.056031723
03A19868,19028.471616179
04A19875,212427.139371302
05A19878,393260.670074191
08A19936,118413.170028817
03A19946,80525.1950003037
03A19946,57821.8681027157
03A20011,829159.154123083
00A20025,419370.21541272
08A20057,280488.491158164
04A20064,186154.397459211
03A20187,101325.896119008
01A20191,625410.578957742
02A20216,111185.91099292
06A20235,400139.48557015
02A20272,570968.01818536
02A20286,71626.8415399033
01A20329,128491.146087444
09A20344,120377.651435887
01A20417,43978.7069703799
08A20440,133958.817964946
01A20499,268268.123107939
02A20513,37089.4828819579
04A20561,1102940.24316112
01A20589,194242.861211251
09A20596,325199.656215942
02A20602,169285.832855809
08A20651,448600.650197368
02A20740,49807.6368032367
05A20742,69424.3013691343
01A20754,165073.115441928
00A20761,52834.121323477
03A20795,616192.581035623
05A20802,267932.038374572
06A20813,222431.831066266
08A20965,190687.298158711
02A21050,388698.295677959
05A21102,65314.5293018586
07A21214,591168.368986488
01A21294,21669.0792738106
02A21298,1041466.54033328
08A21302,689230.414339331
08A21304,225670.350262197
05A21307,127398.292836919
08A21319,24575.4322673347
06A21333,56694.1075715403
01A21348,156691.385841664
03A21350,199588.639616555
05A21428,76059.0945915702
05A21444,802257.778486346
03A21445,456920.126173011
09A21489,119578.991506928
03A21499,474507.449784034
03A21507,78929.7510475811
05A21523,69281.5009474618
08A21603,219695.388830937
03A21608,61771.8049154291
04A21620,240710.617731549
03A21695,26289.2161505592
05A21703,87897.5628642295
05A21755,344630.762601976
05A21787,47441.8733249505
06A21816,245106.164266981
01A21870,800323.943787904
01A21919,157828.183162962
08A21933,285473.139486755
08A21952,657664.900782302
08A21954,638616.524529653
08A21960,109160.009266648
01A21985,29773.9526197886
03A21989,1141068.89782591
06A21990,256641.922810596
03A21991,606083.349442708
04A22011,235554.099589116
01A22065,64314.6078280935
02A22080,750950.592088324
08A22101,293919.721100615
04A22106,181040.66533281
03A22215,74029.0511432512
05A22216,43532.6299954378
05A22221,68213.7566718588
05A22261,153489.787820442
01A22265,388651.810918024
01A22283,270296.292608446
06A22353,180615.357760108
01A22354,424669.602824789
06A22359,127366.68672687
04A22389,90796.6245797306
05A22488,404952.253898979
03A22497,73178.004900521
02A22508,167611.906813402
00A22517,271924.32084934
08A22548,651514.215227407
05A22591,39819.2951325484
05A22595,258123.501069977
01A22639,49583.7969387694
07A22647,117314.610675779
04A22650,58635.663036029
01A22713,243684.735780172
02A22816,1051955.6666175
03A22828,78328.048155078
05A22875,383941.660940732
07A22884,137218.821448928
07A22903,610836.243559218
05A22920,62839.4651727021
06A22936,660964.957136635
04A23007,731761.543025183
01A23022,383236.20068707
03A23027,11948.1341690975
07A23035,207416.964731779
09A23049,81210.760415535
02A23061,158694.439522275
01A23066,483990.181645365
05A23084,115790.206869093
03A23111,322340.346254791
07A23118,154590.889187731
05A23126,35263.6044690293
04A23143,467619.01869484
08A23164,112127.636124187
05A23204,917215.442399138
06A23215,1130920.11937406
02A23298,960064.212834423
04A23299,478394.018271114
01A23338,739673.360734945
02A23353,523293.145552483
09A23392,310051.22152478
02A23421,407832.339361587
03A23424,239922.925472184
02A23445,126390.589188891
02A23526,89592.1670387168
03A23550,573985.429995576
06A23582,10120.2416872607
07A23641,40314.8981172614
06A23652,192449.170377341
03A23668,296963.605041122
03A23703,167576.099935428
03A23703,610326.249881583
01A23733,408611.50192502
00A23793,60506.3441627623
00A23912,208693.562197976
09A23946,117949.921928836
04A24038,94779.3031190662
01A24045,154428.571649573
09A24047,876756.10700453
07A24069,109408.199960934
02A24126,293612.8412187
05A24150,85658.6542871164
07A24159,113198.656748154
07A24167,67082.2193662912
02A24191,217863.988477318
00A24203,184015.986085592
07A24206,215895.073995655
02A24236,20861.3358236275
01A24365,443216.702543267
02A24402,108534.196655584
05A24423,43953.8157908188
04A24539,511551.432271462
03A24553,387327.103431676
08A24745,176124.415924186
04A24752,564277.299473496
08A24837,142556.135833093
09A24842,389758.80020101
04A24877,34671.5431913148
02A24899,38320.6603252982
03A24930,138994.77487172
09A24956,183205.344597459
08A25006,296485.504595853
04A25011,55878.2774160722
07A25026,216927.458690639
06A25053,48326.786502048
03A25101,834456.078505048
02A25123,84442.7993406724
08A25138,559605.159097218
00A25196,220144.141953589
02A25214,224671.045778292
08A25318,376783.295091063
02A25375,59726.537987258
08A25464,54456.174049655
06A25471,97413.089782236
06A25518,28129.5087408838
01A25525,49762.7515045221
07A25539,621683.051138704
03A25575,743979.933664209
04A25577,30579.4548795822
08A25581,503581.537622926
03A25638,851326.723665759
08A25675,753525.948065098
06A25685,69020.1396843295
00A25705,73275.965064028
07A25738,314467.006733386
04A25774,126177.261305785
06A25782,156343.33466986
07A25787,279884.161526312
07A25803,57039.9083971368
03A25815,310211.766627083
04A25839,106403.126457909
04A25881,326323.968642203
08A25889,55872.0907692994
07A25919,79744.3820915835
07A25963,210476.108833531
09A25973,118402.045185812
06A25983,191033.647811198
07A26102,148784.933593328
00A26149,357081.842219039
07A26213,146506.303652902
03A26259,341785.26584502
07A26307,563158.947273287
03A26378,405656.306239205
04A26391,354431.256560396
03A26393,506030.347036677
04A26408,83264.1060667831
09A26416,739237.686874035
06A26469,227613.648075758
08A26478,267619.62346933
09A26493,186174.638832836
02A26512,77852.6571353401
06A26543,143861.72839974
07A26580,42632.9787058756
04A26656,105256.115260848
08A26692,294114.003388213
06A26695,481605.631769362
06A26695,707099.556883797
02A26711,128986.857813817
05A26723,166559.149142904
09A26724,870548.379615901
04A26747,207400.526553701
07A26755,23056.9766273297
02A26772,298045.691761341
07A26801,57713.2099157476
07A26866,1158683.10320639
08A26897,406820.256992792
02A26928,170511.762659546
03A26949,1696026.27488283
00A26953,366863.113010494
04A26973,59404.1029215594
02A26999,314670.395199568
04A27002,482335.070166001
06A27025,308424.258269672
07A27030,151400.070049596
03A27062,558626.119001519
01A27069,141130.423061435
03A27086,181611.474654823
05A27186,156110.038600635
01A27258,170905.980755586
03A27295,268015.702597749
05A27302,1270510.40013864
04A27309,308254.091110677
08A27344,213867.315606114
04A27367,230448.548593676
09A27378,285411.721396321
05A27408,90411.4767043879
01A27410,158826.090627656
05A27415,49724.3405738463
05A27420,286209.569305903
01A27473,123711.854449741
06A27608,80721.6368519143
03A27628,71705.9713950137
02A27707,785540.055535432
00A27713,60766.4030973502
05A27724,132094.622297236
06A27808,63606.6094009814
04A27862,138910.405839842
09A27932,28044.4177685792
08A28010,35729.7361675968
05A28048,927329.967440756
06A28082,141275.360656175
05A28104,342029.13697904
05A28104,232251.72384767
01A28119,33913.6441477013
05A28123,144073.642088371
03A28138,587125.257750954
01A28158,84301.6951511469
01A28158,431613.564685196
06A28162,134620.172160168
03A28177,597687.685536044
04A28199,735924.49926691
07A28223,240372.472122584
02A28242,90955.4511699955
05A28267,113609.171082086
01A28290,99325.4314268238
01A28307,143031.899978441
01A28307,174935.19110996
01A28388,38629.8025024362
08A28418,277995.911360558
07A28443,261791.448055565
03A28452,415644.929072392
08A28474,102068.539051765
03A28475,364413.088730425
01A28512,530084.430054372
01A28529,108970.081762011
05A28606,187715.825829437
08A28640,19298.7955102515
01A28647,141077.511093641
05A28671,217251.783940423
06A28777,518063.893716495
07A28786,72350.9822147636
09A28797,121694.014519749
09A28814,216308.432931236
03A28819,22199.9981512921
04A28857,244132.36976993
08A28868,51322.6428850594
01A28883,89603.7059491476
06A28909,9796.30537669479
07A28929,533867.830054388
01A28950,57788.6141796589
08A28970,89468.2237256533
04A28975,299674.11114868
01A29014,91918.3980082106
01A29026,183043.136210351
07A29068,140160.620080764
07A29117,1170415.11791781
07A29138,394785.662144617
00A29173,197072.228610505
08A29188,9229.59618702816
06A29214,308205.849113022
07A29278,392180.474236623
01A29286,309826.474212201
08A29340,175610.78391233
03A29420,227503.105356833
07A29581,228545.665961746
01A29625,115182.371591275
02A29650,647462.130493758
06A29654,21826.0664241794
06A29703,827350.874895792
06A29714,297545.534208962
05A29733,102907.342366932
05A29804,385824.129599552
00A29883,208954.308475043
07A29920,81299.4800922779
09A29921,170965.092143543
05A29938,173368.885614041
02A30003,665847.955003975
09A30017,804983.361065458
07A30021,29827.1373733966
05A30027,26989.1368169557
07A30033,58056.8052810727
00A30059,66156.8702621833
04A30072,638114.417940162
05A30075,125097.340582259
01A30107,685099.284263902
07A30187,723053.518453791
06A30247,488218.341314203
00A30273,556098.492431537
08A30275,186850.49130328
01A30295,523398.63180228
06A30300,628799.551228159
08A30303,153493.207914956
06A30349,457410.673424932
02A30423,638917.104156935
07A30457,643758.143764152
09A30504,894819.305869548
03A30562,193093.466999777
03A30577,35582.5514407011
08A30581,137806.180479412
06A30633,252905.553422087
02A30669,128304.135973083
08A30706,78107.9630071594
09A30745,6756.66714130158
03A30754,30132.836737698
09A30768,35409.4299823396
04A30782,510399.51556122
07A30796,215430.821170439
01A30861,747928.89335955
06A30893,297869.820975731
04A30943,61175.8382662088
07A30978,7370.47431443893
08A30991,139916.566595578
02A30997,159262.173520117
05A31032,746415.753027282
04A31050,147380.500104846
04A31053,31208.0549608242
00A31062,340093.204308996
04A31071,87522.3698571826
00A31074,77744.8409035331
02A31110,31851.4906686852
06A31114,294687.810859319
07A31132,386385.440987107
03A31138,550910.053025858
04A31140,4329.10774269856
08A31160,237071.326511871
02A31180,46954.9392938565
05A31191,265833.634897742
01A31220,507204.600453638
06A31240,202693.750325443
01A31241,159149.462524643
07A31243,220386.626289909
04A31262,301226.732576792
07A31265,256178.004117132
08A31276,151056.902231029
01A31343,91269.9805943877
09A31437,86185.8055846128
01A31456,187899.990619828
07A31529,51992.3028922291
00A31542,196898.035037119
09A31561,145854.46971294
07A31626,117448.258433407
01A31676,38361.252037162
01A31684,659167.683820494
07A31694,585746.373039571
01A31695,21479.6304566872
03A31724,858635.483994863
09A31730,434723.127897076
03A31827,277631.850365844
03A31883,156051.20967387
04A31900,646841.305758338
01A32013,290519.991667572
09A32014,589837.542733301
09A32072,278856.928739868
05A32142,119308.330926761
02A32147,727127.392949822
03A32156,397675.993507191
05A32236,594487.741767685
03A32272,64384.524578522
05A32337,55085.3826197505
02A32353,352912.087564756
01A32404,61971.1188039103
07A32416,374706.687094502
05A32452,194501.687369623
03A32474,43353.4844183324
04A32478,180698.634108056
02A32504,519203.694367776
03A32536,86087.1091996425
03A32557,59887.1732609375
08A32580,171650.978812427
09A32591,49141.5159951665
06A32593,317997.971283356
04A32609,223846.273902709
01A32615,143381.805139979
07A32675,420792.515541648
08A32679,128886.811111036
03A32684,337556.55701972
07A32785,869965.031370557
07A32859,132023.26592272
03A32868,606404.892883052
06A32872,66162.7019514752
08A32880,820194.577618942
00A32890,38197.6880323476
06A32905,339323.17380176
04A32967,304079.299326368
06A32990,181278.649636159
07A33021,39228.6278067056
05A33041,208392.573823339
01A33045,17398.4359620808
02A33060,256223.135115796
09A33071,386144.648649815
08A33180,111856.778581476
01A33190,57027.7133057517
05A33200,890645.576970102
02A33209,39915.7131013129
04A33227,124027.278488025
05A33270,125544.906061067
08A33332,77542.9657094094
04A33333,42739.2278048897
04A33333,118358.188528311
01A33352,635518.711908054
07A33354,760960.223907864
06A33355,478548.702325541
03A33393,51371.5024604277
04A33437,340162.693013763
08A33486,156058.033361246
06A33493,91430.7578596007
06A33497,61909.7838265193
06A33500,26896.0325364139
03A33514,88566.2595489931
